FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CCA,CHO,CUA,FAC,FAR,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAG,SAC,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
1/15/2021,16,-99,-99,0.4,0.51,0.76,0.42,-99,-99,0.66,0.5,-99,0.21,-99,-99,0.77,0.54,0.71,0.3,0.17,0.55,0.51,-99,0.47,-99,-99,0.38,0.44,-99,0.43,0.48,0.26,-99
1/15/2021,17,-99,-99,0.52,0.51,0.7,0.21,-99,-99,0.57,-99,-99,0.2,-99,-99,0.76,0.71,0.57,0.34,0.15,0.76,0.31,0.53,0.64,-99,-99,0.22,0.63,-99,0.27,0.44,0.25,-99
1/15/2021,18,-99,-99,0.53,0.28,0.7,0.2,-99,-99,0.66,0.57,-99,0.19,-99,-99,0.82,0.89,0.55,0.33,0.14,0.66,0.22,0.69,0.51,0.56,-99,0.14,0.75,-99,0.27,0.33,0.3,-99
1/15/2021,19,-99,-99,0.61,0.6,0.95,0.44,-99,-99,1.43,0.53,-99,0.21,-99,-99,0.99,0.81,0.49,0.22,0.15,0.68,0.56,0.62,0.5,0.28,-99,0.13,0.97,-99,0.31,0.33,0.41,-99
1/15/2021,20,-99,-99,0.48,0.78,0.88,0.69,-99,-99,1.09,0.69,-99,0.22,-99,-99,0.72,0.85,0.55,0.28,0.15,0.86,0.48,0.84,0.57,0.32,-99,0.22,0.72,-99,0.4,0.75,0.32,-99
1/15/2021,21,-99,-99,0.42,0.56,1.03,0.39,-99,-99,1.1,0.51,-99,0.29,-99,-99,0.38,0.72,0.44,0.29,0.2,1.05,0.43,0.58,0.94,0.35,-99,0.42,0.61,-99,0.53,0.73,0.27,-99
1/15/2021,22,-99,-99,0.41,0.48,0.66,0.27,-99,-99,0.44,0.47,-99,0.25,-99,-99,0.25,0.58,0.37,0.51,0.24,0.74,0.34,0.36,0.77,0.3,-99,0.45,0.29,-99,0.54,0.6,0.42,-99
1/15/2021,23,-99,-99,0.21,0.41,0.6,0.26,-99,-99,0.33,0.58,-99,0.19,-99,-99,0.38,0.52,0.25,0.3,0.23,0.57,0.35,0.52,0.55,0.22,-99,0.5,0.44,-99,0.41,0.55,0.5,-99
1/15/2021,24,-99,-99,0.29,0.32,0.57,0.34,-99,-99,0.49,0.6,-99,0.2,-99,-99,0.4,0.42,0.17,0.56,0.25,0.59,0.4,0.72,0.47,0.24,-99,0.35,0.44,-99,0.37,0.6,0.33,-99
1/16/2021,1,-99,-99,0.34,0.39,0.55,0.41,-99,-99,0.48,0.7,-99,0.18,-99,-99,0.39,0.43,0.4,0.34,0.25,0.62,0.4,0.38,0.46,0.2,-99,0.29,0.42,-99,0.55,0.52,0.17,-99
1/16/2021,2,-99,-99,0.17,0.42,0.5,0.45,-99,-99,0.39,0.47,-99,0.16,-99,-99,0.62,0.46,0.33,0.31,0.19,0.57,0.49,0.21,0.53,0.26,-99,0.4,0.36,-99,0.4,0.74,0.29,-99
1/16/2021,3,-99,-99,0.18,0.31,0.31,0.45,-99,-99,0.24,0.37,-99,0.14,-99,-99,0.69,0.41,0.15,0.3,0.15,0.34,0.53,0.26,0.3,0.15,-99,0.37,0.24,-99,0.42,0.64,0.37,-99
1/16/2021,4,-99,-99,0.2,0.31,0.41,0.42,-99,-99,0.21,0.34,-99,0.1,-99,-99,0.74,0.3,0.13,0.5,0.15,0.28,0.35,0.34,0.22,0.1,-99,0.38,0.12,-99,0.37,0.39,0.47,-99
1/16/2021,5,-99,-99,0.21,0.42,0.45,0.38,-99,-99,0.17,0.27,-99,0.09,-99,-99,0.68,0.39,0.33,0.61,0.2,0.36,0.2,0.42,0.37,0.05,-99,0.42,0.17,-99,0.38,0.46,0.3,-99
1/16/2021,6,-99,-99,0.31,0.64,0.46,0.34,-99,-99,0.29,0.31,-99,0.08,-99,-99,0.91,0.43,0.61,0.67,0.2,0.45,0.32,0.64,0.36,0.14,-99,0.45,0.36,-99,0.34,0.49,0.31,-99
1/16/2021,7,-99,-99,0.31,0.65,0.55,0.39,-99,-99,0.7,0.44,-99,0.05,-99,-99,1.35,0.64,0.38,0.91,0.23,0.41,0.5,0.76,0.49,0.3,-99,0.47,0.56,-99,0.41,0.47,0.69,-99
1/16/2021,8,-99,-99,0.41,0.94,0.69,0.56,-99,-99,1.21,0.72,-99,0.03,-99,-99,1.08,1.22,0.74,1.49,0.22,0.48,0.73,1.14,0.54,0.38,-99,0.51,0.71,-99,0.69,0.7,1.12,-99
1/16/2021,9,-99,-99,0.55,1.11,0.76,0.82,-99,-99,1.29,0.7,-99,0.03,-99,-99,1.3,1.28,0.89,1.73,0.2,0.84,0.67,1.77,0.68,0.39,-99,1.06,1.03,-99,1.22,0.87,1.61,-99
1/16/2021,10,-99,-99,0.76,0.74,0.75,0.71,-99,-99,0.94,-99,-99,0.1,-99,-99,1.42,1.04,0.71,0.47,0.36,1.08,0.39,1.16,0.77,0.41,-99,0.88,0.87,-99,0.77,0.71,0.94,-99
1/16/2021,11,-99,-99,0.59,0.57,0.72,0.53,-99,-99,0.86,-99,-99,0.08,-99,-99,0.73,0.63,0.57,0.38,0.38,1.01,0.41,0.88,0.92,0.32,-99,0.7,0.4,-99,0.51,0.65,0.87,-99
1/16/2021,12,-99,-99,0.51,0.4,0.69,0.36,-99,-99,0.54,0.49,-99,0.13,-99,-99,0.73,0.54,0.36,0.26,0.25,0.68,0.26,0.68,0.83,0.23,-99,0.32,0.32,-99,0.41,0.47,0.93,-99
1/16/2021,13,-99,-99,0.17,0.33,0.38,0.32,-99,-99,0.45,0.2,-99,0.13,-99,-99,0.42,0.24,0.29,0.14,0.16,0.34,0.21,0.21,0.42,0.24,-99,0.2,0.17,-99,0.23,0.37,0.5,-99
1/16/2021,14,-99,-99,0.24,0.24,0.33,0.25,-99,-99,0.37,0.19,-99,0.12,-99,-99,0.56,0.22,0.27,0.24,0.17,0.31,0.25,0.14,0.36,0.21,-99,0.21,0.19,-99,0.32,0.39,0.37,-99
1/16/2021,15,-99,-99,0.27,0.26,0.35,0.2,-99,-99,0.38,0.28,-99,0.11,-99,-99,0.62,0.27,0.42,0.14,0.2,0.33,0.17,0.23,0.46,0.22,-99,0.25,0.19,-99,0.27,0.24,0.36,-99
1/16/2021,16,-99,-99,0.28,0.23,0.35,0.24,-99,-99,0.43,0.2,-99,0.13,-99,-99,0.74,0.17,0.37,0.1,0.14,0.26,0.22,0.21,0.35,0.19,-99,0.19,0.24,-99,0.24,0.16,0.32,-99
1/16/2021,17,-99,-99,0.31,0.3,0.33,0.15,-99,-99,0.47,0.18,-99,0.14,-99,-99,0.77,0.19,0.37,0.11,0.06,0.24,0.16,0.18,0.29,0.13,-99,0.25,0.19,-99,0.25,0.15,0.31,-99
1/16/2021,18,-99,-99,0.15,0.28,0.38,0.21,-99,-99,0.15,0.27,-99,0.17,-99,-99,0.93,0.41,0.38,0.18,0.07,0.38,0.2,0.29,0.49,0.1,-99,0.15,0.2,-99,0.24,0.19,0.33,-99
1/16/2021,19,-99,-99,0.23,0.36,0.47,0.3,-99,-99,0.14,0.32,-99,0.25,-99,-99,0.77,0.4,0.36,0.14,0.1,0.61,0.22,0.42,0.54,0.08,-99,0.16,0.13,-99,0.25,0.42,0.35,-99
1/16/2021,20,-99,-99,0.26,0.59,0.71,0.46,-99,-99,0.69,0.34,-99,0.3,-99,-99,1.25,0.55,0.51,0.33,0.17,0.7,0.33,0.39,0.53,0.26,-99,0.35,0.45,-99,0.43,0.57,0.56,-99
1/16/2021,21,-99,-99,0.44,0.51,0.54,0.43,-99,-99,0.64,0.42,-99,0.17,-99,-99,0.43,0.68,0.7,0.21,0.16,0.66,0.4,0.35,0.31,0.44,-99,0.29,0.53,-99,0.35,0.6,0.54,-99
1/16/2021,22,-99,-99,0.58,0.45,0.76,0.35,-99,-99,0.82,0.54,-99,0.15,-99,-99,0.56,0.61,0.55,0.25,0.19,0.48,0.32,0.49,0.31,0.46,-99,0.16,0.38,-99,0.33,0.33,0.45,-99
1/16/2021,23,-99,-99,0.63,0.37,0.6,0.26,-99,-99,0.74,0.45,-99,0.14,-99,-99,0.86,0.51,0.36,0.21,0.05,0.31,0.24,0.6,0.19,0.32,-99,0.26,0.5,-99,0.26,0.2,0.57,-99
1/16/2021,24,-99,-99,0.73,0.28,0.45,0.27,-99,-99,0.47,0.48,-99,0.16,-99,-99,0.35,0.39,0.3,0.16,0.05,0.37,0.27,0.32,0.31,0.32,-99,0.24,0.54,-99,0.34,0.26,0.46,-99
1/17/2021,1,-99,-99,0.53,0.3,0.38,0.33,-99,-99,0.41,0.63,-99,0.16,-99,-99,0.37,0.38,0.32,0.26,0.05,0.6,0.3,0.57,0.52,0.4,-99,0.46,0.33,-99,0.45,0.28,0.24,-99
1/17/2021,2,-99,-99,0.46,0.36,0.35,0.4,-99,-99,0.45,0.52,-99,0.14,-99,-99,0.54,0.33,0.32,0.11,0.06,0.4,0.46,0.43,0.39,0.35,-99,0.28,0.23,-99,0.51,0.4,0.51,-99
1/17/2021,3,-99,-99,0.42,0.36,0.42,0.4,-99,-99,0.42,0.45,-99,0.12,-99,-99,0.27,0.4,0.34,0.09,0.05,0.19,0.43,0.41,0.07,0.15,-99,0.17,0.2,-99,0.26,0.18,0.49,-99
1/17/2021,4,-99,-99,0.38,0.27,0.42,0.3,-99,-99,0.45,0.25,-99,0.12,-99,-99,0.25,0.42,0.35,0.06,0.05,0.15,0.39,0.24,0.14,0.09,-99,0.07,0.2,-99,0.15,0.47,0.5,-99
1/17/2021,5,-99,-99,0.37,0.34,0.44,0.25,-99,-99,0.4,0.17,-99,0.14,-99,-99,0.22,0.33,0.37,0.09,0.05,0.49,0.29,0.12,0.06,0.03,-99,0.01,0.28,-99,0.15,0.16,0.51,-99
1/17/2021,6,-99,-99,0.38,0.47,0.34,0.29,-99,-99,0.47,0.19,-99,0.09,-99,-99,0.13,0.46,0.49,0.09,0.02,0.22,0.32,0.44,0.12,0.04,-99,0.06,0.34,-99,0.21,0.06,0.49,-99
1/17/2021,7,-99,-99,0.56,0.44,0.52,0.32,-99,-99,0.52,0.26,-99,0.05,-99,-99,0.3,0.53,0.5,0.16,0,0.28,0.51,0.54,0.11,0.18,-99,0.1,0.42,-99,0.1,0.16,0.49,-99
1/17/2021,8,-99,-99,0.85,0.36,0.88,0.39,-99,-99,0.71,0.85,-99,0.2,-99,-99,0.52,0.87,0.45,0.24,0.02,0.99,0.51,0.68,0.66,0.25,-99,0.3,0.39,-99,0.26,0.45,0.98,-99
1/17/2021,9,-99,-99,1.05,0.43,0.82,0.38,-99,-99,1,1.09,-99,0.05,-99,-99,0.71,1.03,0.44,0.53,0.1,1.29,0.69,1,1.32,0.2,-99,0.55,0.76,-99,0.47,0.65,1.09,-99
1/17/2021,10,-99,-99,0.45,0.48,0.42,0.36,-99,-99,0.53,0.93,-99,0.05,-99,-99,0.59,0.69,0.49,0.31,0.07,1.23,0.54,0.61,1,0.2,-99,0.53,0.57,-99,0.82,0.57,0.7,-99
1/17/2021,11,-99,-99,0.37,0.37,0.42,0.48,-99,-99,0.07,0.84,-99,0.08,-99,-99,0.54,0.55,0.33,0.24,0.02,0.61,0.36,0.26,0.4,0.08,-99,0.23,0.33,-99,0.16,0.25,0.48,-99
1/17/2021,12,-99,-99,0.2,0.23,0.4,0.24,-99,-99,0.06,0.4,-99,0.08,-99,-99,0.46,0.41,0.3,0.19,0.05,0.38,0.23,0.22,0.2,0.03,-99,0.07,0.21,-99,0.04,0.1,0.39,-99
1/17/2021,13,-99,-99,0.02,0.21,0.07,0.21,-99,-99,0.04,0.3,-99,0.12,-99,-99,0.3,0.24,0,0.18,0.05,0.29,0.11,0.2,0.19,0.03,-99,0.09,0.07,-99,0.06,0.1,0.28,-99
1/17/2021,14,-99,-99,0.07,0.17,0.14,0.17,-99,-99,0.11,0.17,-99,0.16,-99,-99,0.37,0.17,0,0.22,0.05,0.24,0.14,0.15,0.26,0.03,-99,0.08,0.05,-99,0.05,0.07,0.26,-99
1/17/2021,15,-99,-99,0.16,0.2,0.14,0.14,-99,-99,0.07,0.2,-99,0.13,-99,-99,0.22,0.17,0.09,0.18,-99,0.23,0.16,0.2,0.2,0.03,-99,0.09,0.01,-99,0.04,0.1,0.12,-99
1/17/2021,16,-99,-99,0.12,0.2,0.16,0.12,-99,-99,0.07,0.2,-99,0.19,-99,-99,0.22,0.29,0.15,0.18,0.11,0.4,0.16,0.22,0.36,0.02,-99,0.12,-99,-99,0.14,0.13,0.1,-99
1/17/2021,17,-99,-99,0.06,0.08,0.12,0.09,-99,-99,0.02,0.13,-99,0.14,-99,-99,0.18,0.22,0.04,0.13,0.07,0.44,0.11,0.15,0.51,0.08,-99,0.31,-99,-99,0.13,0.2,0.26,-99
1/17/2021,18,-99,-99,0.15,0.24,0.24,0.19,-99,-99,0.2,0.36,-99,0.18,-99,-99,0.3,0.21,0.27,0.21,0.13,0.66,0.19,0.3,0.62,0.16,-99,0.22,-99,-99,0.15,0.18,0.63,-99
1/17/2021,19,-99,-99,0.3,0.32,0.37,0.32,-99,-99,0.42,0.47,-99,0.2,-99,-99,0.59,0.33,0.3,0.33,0.2,0.59,0.23,0.35,0.71,0.22,-99,0.29,-99,-99,0.23,0.27,0.5,-99
1/17/2021,20,-99,-99,0.49,0.43,0.44,0.31,-99,-99,0.48,0.72,-99,0.14,-99,-99,0.86,0.53,0.42,0.71,0.19,0.99,0.4,0.64,1.3,0.31,-99,0.23,-99,-99,0.28,0.43,0.71,-99
1/17/2021,21,-99,-99,0.45,0.54,0.45,0.41,-99,-99,0.58,0.86,-99,0.13,-99,-99,0.63,0.73,0.58,0.53,0.09,1.32,0.56,0.73,2.16,0.23,-99,0.53,-99,-99,0.61,0.58,1.01,-99
1/17/2021,22,-99,-99,0.51,0.87,0.59,0.52,-99,-99,0.78,0.85,-99,0.09,-99,-99,0.52,0.78,0.98,0.57,0.08,0.95,0.43,0.62,1.91,0.21,-99,1,-99,-99,1.39,0.85,0.96,-99
1/17/2021,23,-99,-99,0.74,1.09,0.89,0.71,-99,-99,0.7,1.04,-99,0.08,-99,-99,0.34,1.13,1.16,1.06,0,1.56,0.43,0.96,1.76,0.11,-99,0.69,0.54,-99,1.32,1.22,0.62,-99
1/17/2021,24,-99,-99,0.45,1.37,1.09,0.86,-99,-99,0.79,0.91,-99,0.09,-99,-99,0.46,1.41,0.72,1.01,0.1,1.39,0.68,0.91,1.38,0.19,-99,0.5,0.57,-99,1.19,1.46,0.82,-99
1/18/2021,1,-99,-99,0.37,1.39,1.19,0.99,-99,-99,0.64,0.84,-99,0.08,-99,-99,1.12,1.65,0.82,0.49,0.1,1.36,0.78,0.92,0.73,0.09,-99,0.21,0.52,-99,0.82,1.26,0.79,-99
1/18/2021,2,-99,-99,0.39,1.21,0.72,0.9,-99,-99,0.39,0.96,-99,0.08,-99,-99,1.4,1.59,0.81,0.4,0.1,1.5,0.77,1.02,0.77,0.05,-99,0.3,0.32,-99,0.99,1.45,0.63,-99
1/18/2021,3,-99,-99,0.27,1.19,0.5,0.5,-99,-99,0.3,0.85,-99,0.08,-99,-99,1.23,1.34,0.69,0.5,0.15,1.39,0.65,0.91,0.56,0.03,-99,0.44,0.31,-99,1.23,1.82,0.71,-99
1/18/2021,4,-99,-99,0.15,1,0.41,0.25,-99,-99,0.3,0.65,-99,0.05,-99,-99,1.1,1.2,0.71,0.3,0.14,0.92,0.34,0.78,0.62,0.04,-99,0.34,0.29,-99,1.2,1.7,0.62,-99
1/18/2021,5,-99,-99,0.11,0.71,0.48,0.16,-99,-99,0.28,0.44,-99,0.03,-99,-99,1.37,0.83,0.79,0.3,0.1,0.85,0.19,0.59,0.75,0.13,-99,0.56,0.13,-99,0.8,1.32,0.46,-99
1/18/2021,6,-99,-99,0.31,0.7,0.74,0.19,-99,-99,0.29,0.48,-99,0.01,-99,-99,1.55,1.01,1,0.48,0.1,0.97,0.11,0.88,0.94,0.22,-99,0.79,0.21,-99,0.62,1.09,0.72,-99
1/18/2021,7,-99,-99,0.83,0.9,1.32,0.24,-99,-99,0.69,0.5,-99,0,-99,-99,1.46,1.59,1.63,0.91,0.1,1.29,0.28,0.85,2.24,0.33,-99,0.49,0.51,-99,1.01,1.38,0.9,-99
1/18/2021,8,-99,-99,1.01,1.58,1.69,0.62,-99,-99,-99,0.5,-99,0,-99,-99,2.12,1.65,2.54,1.46,0.13,1.93,0.51,1.12,2.35,0.48,-99,0.75,0.99,-99,0.96,1.44,2.26,-99
1/18/2021,9,-99,-99,1.21,1.38,1.63,0.99,-99,-99,-99,0.82,-99,0.04,-99,-99,3.34,1.04,1.88,1.66,0.24,2.65,0.98,1.15,3.1,0.41,-99,0.79,1.3,-99,0.9,1.72,1.68,-99
1/18/2021,10,-99,-99,1.18,1.26,1.39,0.96,-99,-99,-99,0.85,-99,0.07,-99,-99,1.97,1.16,1.33,0.69,0.3,2.54,0.67,0.64,2.9,0.38,-99,0.48,1.03,-99,0.71,1.36,0.84,-99
1/18/2021,11,-99,-99,0.75,1.07,1.21,0.8,-99,-99,-99,0.71,-99,0.2,-99,-99,1.78,1.03,1.05,0.53,0.39,1.86,0.6,0.61,2.11,0.54,-99,0.47,0.99,-99,0.73,1.16,0.89,-99
1/18/2021,12,-99,-99,0.76,0.96,1.03,0.71,-99,-99,-99,0.58,-99,0.22,-99,-99,1.26,0.9,0.91,0.31,0.31,1.05,0.56,0.59,1.12,0.37,-99,0.37,0.63,-99,0.86,1.47,0.76,-99
1/18/2021,13,-99,-99,0.34,0.64,0.44,0.72,-99,-99,-99,0.3,-99,0.25,-99,-99,0.39,0.38,0.44,0.19,0.3,0.47,0.44,0.36,0.57,0.34,-99,0.31,0.2,-99,0.8,0.69,0.34,-99
1/18/2021,14,-99,-99,0.41,0.47,0.33,0.57,-99,-99,-99,0.16,-99,0.19,-99,-99,0.36,0.18,0.32,0.2,0.28,0.35,0.49,0.06,0.47,0.4,-99,0.12,0.27,-99,0.52,0.43,0.15,-99
1/18/2021,15,-99,-99,0.34,0.42,0.34,0.48,-99,-99,0.44,0.18,-99,0.13,-99,-99,0.34,0.28,0.37,0.24,0.2,0.38,0.37,0.06,0.48,0.36,-99,0.14,0.25,-99,0.44,0.4,0.21,-99
1/18/2021,16,-99,-99,0.36,0.44,0.43,0.34,-99,-99,0.48,0.33,-99,0.16,-99,-99,0.3,0.42,0.42,-99,0.19,0.46,0.34,0.13,0.45,0.33,-99,0.17,0.23,-99,0.48,0.38,0.2,-99
1/18/2021,17,-99,-99,0.42,0.39,0.56,0.25,-99,-99,0.51,0.31,-99,0.15,-99,-99,0.49,0.54,0.3,-99,0.24,0.49,0.26,0.36,0.42,0.28,-99,0.19,0.3,-99,0.34,0.38,0.21,-99
1/18/2021,18,-99,-99,0.6,0.36,0.4,0.29,-99,-99,0.51,0.37,-99,0.11,-99,-99,0.68,0.33,0.26,-99,0.24,0.41,0.23,0.46,0.4,0.31,-99,0.14,0.28,-99,0.22,0.3,0.48,-99
1/18/2021,19,-99,-99,0.67,0.64,0.48,0.52,-99,-99,0.74,0.54,-99,0.11,-99,-99,0.63,0.45,0.53,0.25,0.26,0.65,0.34,0.59,0.56,0.4,-99,0.2,0.33,-99,0.29,0.64,0.55,-99
1/18/2021,20,-99,-99,0.83,0.91,0.74,0.38,-99,-99,0.93,0.93,-99,0.16,-99,-99,0.77,0.76,1,0.32,0.21,0.88,0.72,1.03,0.73,0.3,-99,0.23,0.53,-99,0.45,0.8,0.55,-99
1/18/2021,21,-99,-99,0.39,1.21,0.88,0.67,-99,-99,0.67,1.01,-99,0.14,-99,-99,0.81,1.2,0.77,0.31,0.2,1.18,0.77,0.94,0.68,0.13,-99,1.06,0.59,-99,0.53,0.66,0.77,-99
1/18/2021,22,-99,-99,0.3,1.33,0.77,0.84,-99,-99,0.89,0.98,-99,0.14,-99,-99,1.08,1.03,0.62,0.2,0.2,0.82,0.72,1.07,0.52,0.14,-99,1.25,0.84,-99,0.39,0.75,1.37,-99
1/18/2021,23,-99,-99,0.43,1.19,0.74,0.83,-99,-99,0.65,0.76,-99,0.14,-99,-99,1.4,0.9,0.43,0.11,0.18,0.6,0.35,0.86,0.35,0.11,-99,1.03,1.15,-99,1.1,1.24,1.42,-99
1/18/2021,24,-99,-99,0.43,0.88,0.9,0.56,-99,-99,0.66,0.46,-99,0.14,-99,-99,1.04,1.21,1.15,0.14,0.14,0.45,0.67,0.63,0.18,0.09,-99,0.26,0.98,-99,0.79,1.21,1.47,-99
1/19/2021,1,-99,-99,0.54,0.89,1.06,0.51,-99,-99,0.43,0.51,-99,0.14,-99,-99,0.64,1.36,0.67,0.05,0.14,0.25,0.66,0.37,0.27,0.09,-99,0.29,0.68,-99,0.43,0.67,1.49,-99
1/19/2021,2,-99,-99,0.81,1.07,1.16,0.37,-99,-99,0.39,0.31,-99,0.13,-99,-99,0.32,1.01,0.56,0.03,0.12,0.17,0.25,0.19,0.15,0.12,-99,0.26,0.53,-99,0.44,0.34,1.16,-99
1/19/2021,3,-99,-99,0.71,0.84,1.12,0.31,-99,-99,0.29,0.58,-99,0.12,-99,-99,0.25,0.7,0.64,0,0.1,0.16,0.32,0.17,0.07,0.09,-99,0.19,0.39,-99,0.3,0.33,0.52,-99
1/19/2021,4,-99,-99,0.51,0.7,1.19,0.31,-99,-99,0.29,0.68,-99,0.09,-99,-99,0.23,0.74,0.28,0,0.16,0.22,0.36,0.33,0.44,0.08,-99,0.17,0.29,-99,0.23,0.49,0.45,-99
1/19/2021,5,-99,-99,0.41,0.55,1.12,0.28,-99,-99,0.37,0.68,-99,0.09,-99,-99,0.21,0.86,0.61,0.27,0.13,1.31,0.33,0.27,0.54,0.09,-99,0.14,0.17,-99,0.2,0.52,0.6,-99
1/19/2021,6,-99,-99,0.32,0.57,1.2,0.27,-99,-99,0.37,0.88,-99,0.07,-99,-99,0.41,1.19,1.06,0.38,0.12,2.15,0.48,0.92,1.08,0.13,-99,0.19,0.41,-99,0.33,0.49,0.81,-99
1/19/2021,7,-99,-99,0.6,0.77,1.29,0.27,-99,-99,0.93,0.61,-99,0.05,-99,-99,1.37,1.45,1.07,0.68,0.11,1.85,0.84,1.63,2.12,0.29,-99,0.14,1.03,-99,0.6,0.67,0.78,-99
1/19/2021,8,-99,-99,1.23,0.94,1.72,0.46,-99,-99,1.44,0.66,-99,0.04,-99,-99,1.7,1.78,1.51,0.85,0.16,1.08,0.61,1.57,3.04,0.57,-99,0.79,1.3,-99,0.61,1.61,1.45,-99
1/19/2021,9,-99,-99,1.14,1.31,1.55,0.72,-99,-99,1.34,0.87,-99,0.05,-99,-99,1.76,2.08,1.34,1.19,0.21,1.22,0.52,1.52,3.24,0.33,-99,1.6,1.01,-99,0.99,1.54,1.61,-99
1/19/2021,10,-99,-99,0.91,1.29,0.85,0.96,-99,-99,1.06,1.23,-99,0.15,-99,-99,1.43,1.2,1.36,0.87,0.33,1.08,0.61,1.55,2.29,0.26,-99,0.83,0.82,-99,0.53,0.93,1.19,-99
1/19/2021,11,-99,-99,0.45,1.23,0.72,0.81,-99,-99,0.91,0.55,-99,0.25,-99,-99,1.02,1.04,0.97,0.69,0.37,0.74,0.57,0.98,1,0.27,-99,0.51,0.96,-99,0.48,0.65,0.75,-99
1/19/2021,12,-99,-99,0.82,0.63,0.83,0.48,-99,-99,0.38,0.43,-99,0.31,-99,-99,0.83,0.72,0.4,0.07,0.24,0.63,0.41,0.54,0.96,0.37,-99,0.27,0.46,-99,0.47,0.48,0.48,-99
1/19/2021,13,-99,-99,0.71,0.37,0.52,0.44,-99,-99,0.35,0.43,-99,0.37,-99,-99,0.62,0.36,0.41,0.06,0.28,0.59,0.36,0.4,0.64,0.33,-99,0.2,0.36,-99,0.38,0.47,0.26,-99
1/19/2021,14,-99,-99,0.58,0.43,0.43,0.41,-99,-99,0.37,0.32,-99,0.36,-99,-99,0.37,0.28,0.43,0.14,0.21,0.41,0.4,0.2,0.49,0.3,-99,0.16,0.28,-99,-99,0.49,0.12,-99
1/19/2021,15,-99,-99,0.5,0.41,0.28,0.29,-99,-99,0.35,0.15,-99,0.32,-99,-99,0.26,0.29,0.28,0.11,0.2,0.35,0.33,0.21,0.31,0.35,-99,0.13,0.14,-99,-99,0.32,0.12,-99
1/19/2021,16,-99,-99,0.24,0.26,0.28,0.31,-99,-99,0.24,0.19,-99,0.32,-99,-99,0.44,0.23,0.27,0.1,0.2,0.34,0.3,0.19,0.25,0.3,-99,0.11,0.06,-99,-99,0.2,0.13,-99
1/19/2021,17,-99,-99,0.27,0.24,0.3,0.25,-99,-99,0.3,0.19,-99,0.39,-99,-99,0.39,0.21,0.27,0.13,0.2,0.33,0.29,0.15,0.27,0.29,-99,0.14,0.19,-99,-99,0.2,0.1,-99
1/19/2021,18,-99,-99,0.29,0.33,0.39,0.27,-99,-99,0.5,0.26,-99,0.24,-99,-99,0.34,0.29,0.33,0.21,0.2,0.4,0.25,0.49,0.25,0.32,-99,0.14,0.34,-99,-99,0.18,0.2,-99
1/19/2021,19,-99,-99,0.34,0.4,0.46,0.31,-99,-99,0.66,0.36,-99,0.2,-99,-99,0.35,0.37,0.41,0.27,0.27,0.5,0.36,0.62,0.28,0.56,-99,0.15,0.38,-99,-99,0.3,0.2,-99
1/19/2021,20,-99,-99,0.37,0.42,0.62,0.22,-99,-99,0.49,0.41,-99,0.26,-99,-99,0.4,0.44,0.58,0.26,0.22,0.63,0.42,0.39,0.45,0.44,-99,0.27,0.37,-99,-99,0.52,0.32,-99
1/19/2021,21,-99,-99,0.29,0.63,0.71,0.29,-99,-99,0.13,0.38,-99,0.27,-99,-99,0.45,0.61,0.27,0.2,0.2,0.66,0.3,0.56,0.43,0.23,-99,0.45,0.24,-99,-99,0.62,0.3,-99
1/19/2021,22,-99,-99,0.19,0.23,0.39,0.2,-99,-99,0.04,0.3,-99,0.25,-99,-99,0.43,0.62,0.16,0.42,0.27,0.99,0.24,0.33,0.59,0.19,-99,0.69,0.14,-99,-99,0.58,0.26,-99
1/19/2021,23,-99,-99,0.23,0.18,0.24,0.22,-99,-99,0.04,0.4,-99,0.23,-99,-99,0.52,0.27,0.16,0.53,0.45,0.74,0.31,0.28,0.79,0.29,-99,0.38,0.01,-99,-99,0.33,0.23,-99
1/19/2021,24,-99,-99,0.31,0.16,0.22,0.25,-99,-99,0,0.67,-99,0.2,-99,-99,0.25,0.24,0.21,0.63,0.36,0.55,0.4,0.32,0.58,0.26,-99,0.27,0.05,-99,-99,0.19,0.3,-99
1/20/2021,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/20/2021,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/20/2021,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/20/2021,4,-99,-99,0.02,0.16,-99,0.25,-99,-99,0.11,0.25,-99,0.22,-99,-99,0.37,0.32,0.15,-99,0.15,0.26,0.32,0.11,0.41,0.12,-99,0.23,-99,-99,0.24,-99,0.05,-99
1/20/2021,5,-99,-99,0.03,0.13,-99,0.24,-99,-99,0.07,0.3,-99,0.16,-99,-99,0.27,0.28,0.26,-99,0.14,0.23,0.32,0.08,0.26,0.14,-99,0.3,-99,-99,0.3,-99,0.19,-99
